User,Date,Tweet Text,Compound,Positive,Neutral,Negative,Tweets Ago
@BBCNews,Thu Oct 18 01:18:59 +0000 2018,Why more young people are using Crimestoppers https://t.co/OKiAvCnyXc,0.0,0.0,1.0,0.0,0
@BBCNews,Thu Oct 18 01:04:28 +0000 2018,Central African Republic: 'Why a grenade couldn't stop our music' https://t.co/Es8eqwrPnk,0.2235,0.173,0.827,0.0,1
@BBCNews,Thu Oct 18 00:59:59 +0000 2018,Healthcare in US: The big election issue that's not Trump https://t.co/EMBF2HaTmU,0.0,0.0,1.0,0.0,2
@BBCNews,Thu Oct 18 00:48:41 +0000 2018,In pictures: Army Photographic Competition 2018 https://t.co/2CV9YrE0YH,0.0,0.0,1.0,0.0,3
@BBCNews,Thu Oct 18 00:14:29 +0000 2018,Firms defy pressure over Saudi conference https://t.co/0I6njAQ5Sj,-0.296,0.0,0.732,0.268,4
@BBCNews,Wed Oct 17 23:35:27 +0000 2018,Cypriot budget airline Cobalt has suspended operations https://t.co/fLAeYAQ5Ey,-0.4767,0.0,0.693,0.307,5
@BBCNews,Wed Oct 17 23:00:31 +0000 2018,"'Brextra time!"" and 'sex care scandal' https://t.co/Z7Vk2GA8MS",0.1511,0.307,0.439,0.255,6
@BBCNews,Wed Oct 17 22:47:03 +0000 2018,EBay files lawsuit against Amazon over 'seller recruitment' https://t.co/ttSh7AO7lr,-0.0516,0.16,0.66,0.179,7
@BBCNews,Wed Oct 17 22:21:57 +0000 2018,"The good, the bad and the ugly for Theresa May https://t.co/OTBIKeUTuA",-0.5994,0.164,0.452,0.384,8
@BBCNews,Wed Oct 17 21:36:12 +0000 2018,"Thursday’s Guardian: ""Brexit deadlock as May ‘offers no new ideas’ at EU summit"" #bbcpapers #tomorrowspaperstoday (… https://t.co/AtGt1f4opT",-0.5574,0.0,0.765,0.235,9
@BBCNews,Wed Oct 17 21:35:52 +0000 2018,"Thursday’s Times: ""Autistic woman ‘pimped out’ in care scandal"" #bbcpapers #tomorrowspaperstoday (via @AllieHBNews) https://t.co/loF5Bmzp5R",0.0772,0.177,0.663,0.16,10
@BBCNews,Wed Oct 17 21:35:39 +0000 2018,"Thursday’s Daily Telegraph: ""May offers to extend transition by a year"" #bbcpapers #tomorrowspaperstoday (via… https://t.co/kJDPYuUs8s",0.1779,0.116,0.884,0.0,11
@BBCNews,Wed Oct 17 21:35:22 +0000 2018,"Thursday’s Daily Mail: ""Another Year In Brexit Limbo?” #bbcpapers #tomorrowspaperstoday (via @AllieHBNews) https://t.co/TuWXVWYiND",0.0,0.0,1.0,0.0,12
@BBCNews,Wed Oct 17 21:35:05 +0000 2018,"Thursday’s Daily Mirror: ""Poisoned spy’s mum: I fear I’ll never see him again"" #bbcpapers #tomorrowspaperstoday (vi… https://t.co/aweEu6lyPD",-0.7506,0.0,0.686,0.314,13
@BBCNews,Wed Oct 17 21:34:41 +0000 2018,"Thursday’s Daily Express: ""Scrapping Free TV Licence ‘Act Of Cruelty’"" #bbcpapers #tomorrowspaperstoday (via… https://t.co/kojIUxx6le",0.5106,0.202,0.798,0.0,14
@BBCNews,Wed Oct 17 21:33:55 +0000 2018,"Thursday’s i: ""May open to Brexit extension in bid to save deal"" #bbcpapers #tomorrowspaperstoday (via @AllieHBNews)https://t.co/kqFKlfvbax",0.4939,0.176,0.824,0.0,15
@BBCNews,Wed Oct 17 21:33:35 +0000 2018,"Thursday’s Metro: ""Macnon!"" #bbcpapers #tomorrowspaperstoday (via @AllieHBNews) https://t.co/0oUqaSMHsG",0.0,0.0,1.0,0.0,16
@BBCNews,Wed Oct 17 21:32:57 +0000 2018,"Thursday’s Financial Times: ""US threatens EU banks with ban over Brexit clearing plans"" #bbcpapers… https://t.co/LzfI1u7npD",-0.7351,0.0,0.677,0.323,17
@BBCNews,Wed Oct 17 21:04:56 +0000 2018,Brexit: UK 'may consider longer transition period' https://t.co/HOhbNoJ2II,0.0,0.0,1.0,0.0,18
@BBCNews,Wed Oct 17 20:35:13 +0000 2018,Jamal Khashoggi disappearance: US asks Turkey for recording evidence https://t.co/qIUs07zqTd,0.0,0.0,1.0,0.0,19
@BBCNews,Wed Oct 17 20:32:58 +0000 2018,Danny Dyer: EastEnders star lives like king for new history series https://t.co/zGDNQ9E2fH,0.3612,0.185,0.815,0.0,20
@BBCNews,Wed Oct 17 20:07:38 +0000 2018,Norway apologises to its World War Two 'German girls' https://t.co/ktUaBpk4Cu,-0.4767,0.131,0.584,0.285,21
@BBCNews,Wed Oct 17 18:49:00 +0000 2018,RT @BBCkatyaadler: EU summit host Donald Tusk asked Theresa May to come here with ‘new ideas’. She’s just spoken to EU leaders. This was th…,0.0,0.0,1.0,0.0,22
@BBCNews,Wed Oct 17 18:33:19 +0000 2018,Length of ring and index fingers 'linked to sexuality' https://t.co/RoNyqJZQwq,0.0,0.0,1.0,0.0,23
@BBCNews,Wed Oct 17 18:23:20 +0000 2018,Sri Lanka death: Andy Critchett 'was swept out to sea' https://t.co/PqE86geYra,-0.5994,0.0,0.719,0.281,24
@BBCNews,Wed Oct 17 18:16:33 +0000 2018,Sri Lanka v England: Eoin Morgan leads tourists to comfortable win https://t.co/srEUfriCKX,0.7964,0.441,0.559,0.0,25
@BBCNews,Wed Oct 17 18:06:06 +0000 2018,Ronnie O'Sullivan: Englishman makes 15th maximum break at English Open https://t.co/QDhfAQy015,0.0,0.0,1.0,0.0,26
@BBCNews,Wed Oct 17 18:05:58 +0000 2018,Why has Twitter banned 1500 accounts and what are NPCs? https://t.co/PiWcbMXBRc,-0.4588,0.0,0.769,0.231,27
@BBCNews,Wed Oct 17 18:00:28 +0000 2018,Noor Inayat Khan or Harry Maguire: Who will be on the new £50 note? https://t.co/ceiAb5YQWV,0.0,0.0,1.0,0.0,28
@BBCNews,Wed Oct 17 17:53:37 +0000 2018,Twitter's 'Russia-Iran' troll tweet trove made public https://t.co/bCcbxeClVl,0.0,0.0,1.0,0.0,29
@BBCNews,Wed Oct 17 17:26:33 +0000 2018,Arsene Wenger: Ex-Arsenal boss has offers from 'all over the world' https://t.co/0vCgeO72dJ,0.0,0.0,1.0,0.0,30
@BBCNews,Wed Oct 17 17:12:52 +0000 2018,Meghan's maternity and the fashion brands hoping to strike gold https://t.co/DOQm47uOxr,0.3182,0.211,0.677,0.113,31
@BBCNews,Wed Oct 17 17:12:51 +0000 2018,"RT @BBCBreakfast: There's £20 billion of lost pensions going unclaimed.
It's mostly down to people moving job and moving house.
@stephbreak…",-0.3182,0.0,0.897,0.103,32
@BBCNews,Wed Oct 17 17:12:40 +0000 2018,"Isle of Man, Jersey and Guernsey should share responsibility for refugees, Lord Dubs says https://t.co/IkYQW1cp1m",0.296,0.136,0.864,0.0,33
@BBCNews,Wed Oct 17 17:08:43 +0000 2018,"The Midlands, Wales, Northern Ireland - Where are house prices rising the fastest, and why? https://t.co/KA88oPq3rU",0.0,0.0,1.0,0.0,34
@BBCNews,Wed Oct 17 16:57:13 +0000 2018,Westfield Shopping Centre: Two hurt as man 'falls from height' https://t.co/LA8xsCNHjX,-0.5267,0.0,0.746,0.254,35
@BBCNews,Wed Oct 17 16:50:10 +0000 2018,David Haye signs deal to promote former heavyweight rival Dereck Chisora https://t.co/0ayyvdR7fd,0.3818,0.191,0.809,0.0,36
@BBCNews,Wed Oct 17 16:30:00 +0000 2018,Just Eat listings include takeaways given zero ratings for hygiene https://t.co/W9i7Ibx09t,0.0,0.0,1.0,0.0,37
@BBCNews,Wed Oct 17 16:24:15 +0000 2018,RT @BBCBusiness: Inside one of Canada's legal cannabis factories - where pot growers are turning a youthful habit into careers https://t.co…,0.4215,0.183,0.817,0.0,38
@BBCNews,Wed Oct 17 16:17:19 +0000 2018,"RT @VictoriaLIVE: 'Our son was forced to perform sex acts online' 

Ben tried to take his own life after being blackmailed from the age of…",-0.4588,0.0,0.889,0.111,39
@BBCNews,Wed Oct 17 16:09:24 +0000 2018,RT @BBCPolitics: British farmers shouldn't get cheap EU labour - government adviser https://t.co/MEbAuFPNiq,0.0,0.0,1.0,0.0,40
@BBCNews,Wed Oct 17 16:01:46 +0000 2018,"He fled Syria seven years ago 
Now this refugee calls a historic London manor home 
(Tap to expand)… https://t.co/QIP883uPJi",0.0,0.0,1.0,0.0,41
@BBCNews,Wed Oct 17 15:56:13 +0000 2018,"RT @BBCPolitics: Theresa May: ""Very good progress has been made"" on #Brexit negotiations though ""there is still the question of the Norther…",0.7408,0.239,0.761,0.0,42
@BBCNews,Wed Oct 17 15:51:51 +0000 2018,"RT @rosschawkins: Re backstop, Ireland's argument is the fact there should be a backstop at all was not only set out in December Joint Repo…",-0.3612,0.0,0.902,0.098,43
@BBCNews,Wed Oct 17 15:49:08 +0000 2018,"RT @bbclaurak: May - 'considerable progress has been made since Salzburg - we can achieve a deal, a deal that I believe everybody wants'",0.4215,0.135,0.865,0.0,44
@BBCNews,Wed Oct 17 15:48:57 +0000 2018,RT @bbclaurak: PM here - 'I will be talking to leaders tonight about the very good progress that has been made since Salzburg... we have so…,0.7408,0.214,0.786,0.0,45
@BBCNews,Wed Oct 17 15:48:36 +0000 2018,Paddington station: Passengers face evening rush hour disruption https://t.co/1yjVtXnErC,-0.3612,0.0,0.762,0.238,46
@BBCNews,Wed Oct 17 15:45:44 +0000 2018,RT @danroan: Khan’s withdrawal has the potential to trigger a renewed national debate about who should be salvaging the country’s decrepit…,0.0258,0.055,0.945,0.0,47
@BBCNews,Wed Oct 17 15:45:39 +0000 2018,"RT @danroan: Sports Minister @tracey_crouch says she is ""very disappointed” by Khan’s decision to withdraw offer for Wembley, saying it was…",0.0,0.0,1.0,0.0,48
@BBCNews,Wed Oct 17 15:44:28 +0000 2018,"RT @VictoriaLIVE: 'Our son was forced to perform sex acts online'

Ben tried to take his own life after being blackmailed from the age of 1…",-0.4588,0.0,0.893,0.107,49
@BBCNews,Wed Oct 17 15:10:14 +0000 2018,Ariana Grande announces break from social media https://t.co/R5oHcxRpuy,0.0,0.0,1.0,0.0,50
@BBCNews,Wed Oct 17 15:05:31 +0000 2018,Rare bird sighting sees hundreds travel to Land's End https://t.co/yCY0gj41ql,0.0,0.0,1.0,0.0,51
@BBCNews,Wed Oct 17 14:46:56 +0000 2018,Can Harding make Slow News pay? https://t.co/y5aUzmaUO5,-0.1027,0.0,0.811,0.189,52
@BBCNews,Wed Oct 17 14:28:43 +0000 2018,Grand Theft Auto 'cheats' homes raided https://t.co/POsm8BsaYP,0.4588,0.333,0.667,0.0,53
@BBCNews,Wed Oct 17 14:21:46 +0000 2018,No retrial for 'sex on plane' teacher Eleanor Wilson https://t.co/3yqWGza8gy,-0.296,0.0,0.804,0.196,54
@BBCNews,Wed Oct 17 14:17:13 +0000 2018,"Benefits errors trigger £5,000 refunds for ESA claimants https://t.co/bjGRzUrPDD",0.0516,0.217,0.583,0.2,55
@BBCNews,Wed Oct 17 14:15:06 +0000 2018,"RT @BBCBreaking: 180,000 people on sickness benefits to receive back payments averaging £5,000 - after £1.5bn UK government error https://t…",-0.0258,0.117,0.762,0.121,56
@BBCNews,Wed Oct 17 14:10:03 +0000 2018,"RT @BBCSport: It's off.

Wembley will not be sold after Fulham owner Shahid Khan withdrew his offer.

More: https://t.co/V0pWur4tbG https:/…",0.0,0.0,1.0,0.0,57
@BBCNews,Wed Oct 17 13:58:49 +0000 2018,Asos: Animal print and plus-size clothing boost profits https://t.co/ChZBnnDlph,0.6808,0.444,0.556,0.0,58
@BBCNews,Wed Oct 17 13:26:18 +0000 2018,'Miracle' baby whose heart stopped for 22 minutes turns one https://t.co/MZTSEoqJaD,-0.2263,0.0,0.84,0.16,59
@BBCNews,Wed Oct 17 13:25:05 +0000 2018,"RT @BBCBreaking: Crimea school attack update:

*At least 17 killed &amp; dozens wounded
*Officials now say all victims died of gunshot wounds…",-0.926,0.0,0.571,0.429,60
@BBCNews,Wed Oct 17 12:50:05 +0000 2018,Where are house prices rising the fastest? https://t.co/k1DVZojmJx,0.0,0.0,1.0,0.0,61
@BBCNews,Wed Oct 17 12:32:30 +0000 2018,Prime Minister's Questions: The key bits and the verdict https://t.co/YcuDRUj3HA,0.1531,0.151,0.849,0.0,62
@BBCNews,Wed Oct 17 12:28:12 +0000 2018,Wheelchair backflipping teen among BBC R1 award winners https://t.co/phwKJ1qSlx,0.765,0.485,0.515,0.0,63
@BBCNews,Wed Oct 17 12:13:22 +0000 2018,"Harry Maguire, a unicorn and a petition to get them on the new £50 note https://t.co/e62VPS3Nlc",0.0,0.0,1.0,0.0,64
@BBCNews,Wed Oct 17 12:08:35 +0000 2018,California student 'baked grandma's ashes into cookies' https://t.co/WykNZuTC2W,0.0,0.0,1.0,0.0,65
@BBCNews,Wed Oct 17 12:00:59 +0000 2018,Three jailed fracking protesters freed on appeal https://t.co/mRazjj9yNl,-0.34,0.211,0.391,0.398,66
@BBCNews,Wed Oct 17 11:51:36 +0000 2018,"RT @BBCPolitics: “She is being treated like the problem, rather than the victim” 

Labour's @tpearce003 reveals her constituent was sexuall…",-0.0516,0.108,0.776,0.116,67
@BBCNews,Wed Oct 17 11:51:32 +0000 2018,Piers Morgan gets pied over Daniel Craig baby comments https://t.co/omcoUbiCkX,0.0,0.0,1.0,0.0,68
@BBCNews,Wed Oct 17 11:50:26 +0000 2018,"RT @BBCPolitics: The backstop? 🤔
The Chequers plan? 🤯

Our refresher will help you beat the #Brexit jargon ⬇️ https://t.co/ChHFWJAee1",0.4696,0.122,0.878,0.0,69
@BBCNews,Wed Oct 17 11:46:43 +0000 2018,"RT @BBCPolitics: ""Unless the EU army plans to march in and build it, it surely can never happen” 

Conservative Julian Lewis questions who…",0.4404,0.116,0.884,0.0,70
@BBCNews,Wed Oct 17 11:39:12 +0000 2018,"RT @BBCPolitics: “The enemy is behind her!” 

SNP's @ianblackfordmp teases Theresa May by quoting warnings about #Brexit from members of he…",-0.8016,0.0,0.687,0.313,71
@BBCNews,Wed Oct 17 11:35:14 +0000 2018,RT @bbclaurak: Julian Lewis asks Q on the Irish border - 'unless the EU army plan to march in and build it (a hard border) surely it will n…,0.3612,0.099,0.853,0.048,72
@BBCNews,Wed Oct 17 11:33:36 +0000 2018,"RT @BBCPolitics: ""Get on with it"" 

Conservative ex-minister @TimLoughton tells Theresa May to speed up process of extending civil partners…",0.0,0.0,1.0,0.0,73
@BBCNews,Wed Oct 17 11:29:35 +0000 2018,"RT @BBCPolitics: PM lists her government's achievements after @jeremycorbyn says it is “too weak and too divided” to protect jobs, the econ…",-0.0772,0.102,0.784,0.114,74
@BBCNews,Wed Oct 17 11:25:46 +0000 2018,"Mystery donor gives £100,000 to ill four-year-old to enable him to go to the US for potentially life-saving cancer… https://t.co/AIJf4Oam9w",-0.4215,0.0,0.872,0.128,75
@BBCNews,Wed Oct 17 11:25:24 +0000 2018,"RT @BBCPolitics: ""There will be no second referendum, the people voted and this government will deliver”  

@Theresa_May rejects idea of a…",-0.6597,0.0,0.779,0.221,76
@BBCNews,Wed Oct 17 11:13:05 +0000 2018,"RT @BBCPolitics: .@jeremycorbyn stays with #Brexit, asking if government will pay £30bn bill to EU in event of no-deal 

@theresa_may: ""Thi…",-0.1027,0.0,0.935,0.065,77
@BBCNews,Wed Oct 17 11:11:31 +0000 2018,"RT @BBCPolitics: On #Brexit, @jeremycorbyn asks PM: “Does this mean the Chequers plan is now dead?”  

Straight answer from @theresa_may: ""…",0.2263,0.087,0.913,0.0,78
@BBCNews,Wed Oct 17 11:09:41 +0000 2018,RT @bbclaurak: Now on to the backstop - PM said 'we have made good progress' - saying she intends the trade agreement to be ready for Jan 1…,0.886,0.341,0.659,0.0,79
@BBCNews,Wed Oct 17 11:06:49 +0000 2018,RT @BBCNormanS: Mrs May says chequers plan is not dead . Cue grimaces on Tory backbenchers #PMQs,0.6979,0.292,0.708,0.0,80
@BBCNews,Wed Oct 17 11:06:44 +0000 2018,RT @bbclaurak: Corbyn can't resist the pizza joke - maybe the PM could share a pizza with Cabinet who don't like the Chequers plan,0.316,0.172,0.745,0.083,81
@BBCNews,Wed Oct 17 11:06:41 +0000 2018,"""I wait for the voices to come and tell me what their stories are"" - #ManBooker2018 prize-winner Anna Burns on her… https://t.co/sGqRiqBWjn",0.0,0.0,1.0,0.0,82
@BBCNews,Wed Oct 17 11:06:39 +0000 2018,RT @bbclaurak: #pmqs - Corbyn starts asking PM if Chequers is dead,-0.6486,0.0,0.699,0.301,83
@BBCNews,Wed Oct 17 11:06:21 +0000 2018,"RT @BBCBreaking: Blast which killed 10 people at college in Crimean town of Kerch caused by explosive device, Russian officials say https:/…",-0.6705,0.0,0.824,0.176,84
@BBCNews,Wed Oct 17 11:00:26 +0000 2018,The students who fear for their ambitions amid college cuts https://t.co/CNu20wpYQe,-0.6597,0.0,0.625,0.375,85
@BBCNews,Wed Oct 17 10:39:01 +0000 2018,"Teach children how to avoid dog bites, say MPs https://t.co/ZMhsnh5nqS",-0.296,0.0,0.804,0.196,86
@BBCNews,Wed Oct 17 10:20:07 +0000 2018,"'My husband died, and I still have many unanswered questions' https://t.co/uKKH0TAM5l",-0.5574,0.0,0.714,0.286,87
@BBCNews,Wed Oct 17 10:05:19 +0000 2018,Man had his car crushed while he was in hospital after council incorrectly classified it as abandoned https://t.co/w1AWOKlq36,-0.7003,0.0,0.734,0.266,88
@BBCNews,Wed Oct 17 09:59:04 +0000 2018,Gender Recognition Act: 'Why we want identity rules changed' https://t.co/tVzNQQJeBA,0.0772,0.126,0.874,0.0,89
@BBCNews,Wed Oct 17 09:48:59 +0000 2018,Edinburgh residents and businesses consulted on 'tourist tax' https://t.co/8liKgDVdBJ,0.0,0.0,1.0,0.0,90
@BBCNews,Wed Oct 17 09:46:32 +0000 2018,The bang on the head that knocked English out of me https://t.co/OmBsthDg8w,0.0,0.0,1.0,0.0,91
@BBCNews,Wed Oct 17 09:44:50 +0000 2018,Why dumping rubbish is a waste of money https://t.co/tvod8QpPBA,-0.6249,0.0,0.541,0.459,92
@BBCNews,Wed Oct 17 09:28:29 +0000 2018,"RT @BBCPolitics: Are EU leaders really united on #Brexit? @BBCKatyaAdler explains 

Read more: https://t.co/1pZQNzfQv8

[tap video to expan…",0.4754,0.154,0.846,0.0,93
@BBCNews,Wed Oct 17 09:08:04 +0000 2018,"RT @BBCNormanS: Sounds like EU ready to offer UK extended transition period tho UK Govt say this has not yet been put ""at a political level""",0.6124,0.179,0.821,0.0,94
@BBCNews,Wed Oct 17 08:34:52 +0000 2018,RT @BBCBreaking: UK inflation rate falls to 2.4% in September after hitting a six-month high in August https://t.co/vOznUyXC6I,0.0,0.0,1.0,0.0,95
@BBCNews,Wed Oct 17 08:01:02 +0000 2018,The cutest breach of royal protocol you'll ever see – a five-year-old boy couldn't resist touching Prince Harry's b… https://t.co/x2cc7YjS3q,0.5859,0.183,0.817,0.0,96
@BBCNews,Wed Oct 17 07:45:02 +0000 2018,RT @bbclaurak: No 10 source  'we are not calling for an extension to the implementation period' - remember tho UK govt plan was originally…,-0.296,0.0,0.909,0.091,97
@BBCNews,Wed Oct 17 07:44:54 +0000 2018,RT @bbclaurak: 'we need to allow the negotiating teams to set the pace' - sounds like Ireland will push tonight for the middle option - no…,0.5267,0.167,0.833,0.0,98
@BBCNews,Wed Oct 17 07:44:40 +0000 2018,RT @bbclaurak: Coveney - 'we do have to insist on the commitments that have already been made' - 'whats likely is that dates will be sugges…,0.128,0.061,0.939,0.0,99
@CBSNews,Thu Oct 18 01:59:40 +0000 2018,"That's no whale: Whale-watching passengers ""in complete awe"" over great white shark encounter… https://t.co/7O5c6ieht8",0.4404,0.224,0.656,0.12,100
@CBSNews,Thu Oct 18 01:40:36 +0000 2018,"Jamal Khashoggi spoke to CBSN's @reenaninan in 2017 about the possible ""Trump effect"" on Saudi Arabia's aggressive… https://t.co/9R7xxDogWb",0.0,0.0,1.0,0.0,101
@CBSNews,Thu Oct 18 01:19:32 +0000 2018,"""Hey Siri, I'm getting pulled over"": Siri Shortcut lets you secretly record interactions with police… https://t.co/mnTIC3cQrC",0.0,0.0,1.0,0.0,102
@CBSNews,Thu Oct 18 01:01:13 +0000 2018,WATCH: A 6-year-old boy with Type 1 Diabetes needed a service dog to ride the bus to school. Instead of asking his… https://t.co/G0VN41RL8f,0.0,0.0,1.0,0.0,103
@CBSNews,Thu Oct 18 00:39:42 +0000 2018,President Trump files his 2017 taxes following a 6-month extension https://t.co/2MCfa7Dxx8 https://t.co/5i3dhljReE,0.0,0.0,1.0,0.0,104
@CBSNews,Thu Oct 18 00:19:45 +0000 2018,CBS News poll: Catholic Americans give Pope poor marks on handling of sex abuse scandal  https://t.co/LXsN5M2Cas https://t.co/gmS3zBqrlI,-0.8807,0.0,0.579,0.421,105
@CBSNews,Thu Oct 18 00:17:17 +0000 2018,Aerial footage shows crews in Arizona working to rescue a man who they say has been trapped in a mineshaft for two… https://t.co/3xcuNkada2,-0.0258,0.128,0.739,0.132,106
@CBSNews,Thu Oct 18 00:00:01 +0000 2018,25 top U.S. burger chains were reviewed for antibiotic use in their beef— only two got an “A” rating… https://t.co/5REqMMIe1w,0.2023,0.087,0.913,0.0,107
@CBSNews,Wed Oct 17 23:39:50 +0000 2018,"Former Vice President Joe Biden: “Absolutely, positively, without question” voter suppression is ongoing… https://t.co/RIKoRrTZvZ",0.5267,0.207,0.793,0.0,108
@CBSNews,Wed Oct 17 23:19:34 +0000 2018,At least ninety-two people from 29 states have been sickened in a Salmonella outbreak linked to raw chicken… https://t.co/WhcAApBMck,-0.5423,0.0,0.829,0.171,109
@CBSNews,Wed Oct 17 22:57:33 +0000 2018,RT @CBSEveningNews: Turkish officials reportedly have an audio recording from inside the Saudi consulate in Istanbul of Jamal Khashoggi bei…,0.0,0.0,1.0,0.0,110
@CBSNews,Wed Oct 17 22:57:20 +0000 2018,RT @CBSEveningNews: EYE ON AMERICA: CBS News' undercover cameras capture the moment two survivors confront the priest who allegedly abused…,-0.1779,0.0,0.918,0.082,111
@CBSNews,Wed Oct 17 22:39:54 +0000 2018,"Central Texas has so much floodwater with no place to go, and it has killed at least two people. Mark Strassmann re… https://t.co/eRQpL4bGfk",-0.7717,0.0,0.758,0.242,112
@CBSNews,Wed Oct 17 22:20:37 +0000 2018,"Former Vice President Joe Biden on impeaching Pres. Trump: ""I hope they don't"" @CBSThisMorning… https://t.co/jUkPBK3dPN",0.4404,0.172,0.828,0.0,113
@CBSNews,Wed Oct 17 22:19:29 +0000 2018,"RT @CBSThisMorning: WATCH: Former Vice President @JoeBiden tells @NorahODonnell that if Democrats retake the House of Representatives, he h…",0.0,0.0,1.0,0.0,114
@CBSNews,Wed Oct 17 22:09:30 +0000 2018,Detective in Harvey Weinstein case allegedly urged accuser to delete cellphone info before turning it over to inves… https://t.co/gUZeAmYNbr,0.0,0.0,1.0,0.0,115
@CBSNews,Wed Oct 17 21:59:26 +0000 2018,"Former Vice President Joe Biden says Pres. Trump ""seems to have a love affair with autocrats"" during… https://t.co/mX7CMXHYS1",0.6369,0.208,0.792,0.0,116
@CBSNews,Wed Oct 17 21:50:37 +0000 2018,"RT @CBSThisMorning: NEW: Former Vice President @JoeBiden tells @NorahODonnell that President Trump ""seems to have a love affair with autocr…",0.6369,0.189,0.811,0.0,117
@CBSNews,Wed Oct 17 21:49:36 +0000 2018,"The federal Reserve unanimously backed higher interest rates, despite Pres. Trump https://t.co/Z45GuUDbl3 https://t.co/m7gnBKLBjo",0.4767,0.272,0.728,0.0,118
@CBSNews,Wed Oct 17 21:44:26 +0000 2018,"RT @NorahODonnell: Just sat down with @JoeBiden. We talked about Saudi Arabia’s Crown Prince, the 2018 and 2020 elections, civil rights, an…",0.0,0.0,1.0,0.0,119
@CBSNews,Wed Oct 17 21:29:49 +0000 2018,"Trump says ""I have a natural instinct for science"" that explains doubts on climate change https://t.co/TCCWNNsEWA https://t.co/70mzWwgqtU",0.0772,0.134,0.749,0.118,120
@CBSNews,Wed Oct 17 21:10:26 +0000 2018,A 13-year-old boy took his mom's new BMW on a joyride to his girlfriend's house -- and his mother is LIVID.… https://t.co/TuhpJpHYJf,0.2732,0.1,0.9,0.0,121
@CBSNews,Wed Oct 17 20:49:35 +0000 2018,"""The Conners"" showrunner Bruce Helford explains why he killed off Roseanne with opioid addiction… https://t.co/OjjRWjtZ2P",-0.6705,0.0,0.757,0.243,122
@CBSNews,Wed Oct 17 20:31:36 +0000 2018,"Pres. Trump awards Medal of Honor to retired Marine Sgt. Maj. John Canley, who dodged enemy fire in Vietnam to resc… https://t.co/PpicXjBjrV",0.5267,0.289,0.528,0.183,123
@CBSNews,Wed Oct 17 20:19:52 +0000 2018,"After handing out Yeezy sneakers to kids in Africa, Kim and Kanye spoke to reporters about their trip.… https://t.co/FMJZ84zqf9",0.0,0.0,1.0,0.0,124
@CBSNews,Wed Oct 17 20:00:37 +0000 2018,"Original ""Big Bird,"" Caroll Spinney, leaves ""Sesame Street"" after nearly five decades https://t.co/39kgGDoORh https://t.co/sWm45btpNF",0.3182,0.15,0.85,0.0,125
@CBSNews,Wed Oct 17 19:39:37 +0000 2018,"McDonald's, Burger King, Five Guys among 22 burger chains given ""F"" over antibiotics https://t.co/oAObH80vt2 https://t.co/YL1djWpRFW",0.0,0.0,1.0,0.0,126
@CBSNews,Wed Oct 17 19:20:01 +0000 2018,"North Carolina trooper shot and killed during traffic stop, manhunt leads to suspect's capture in wooded area… https://t.co/R45oMszwbo",-0.7717,0.0,0.705,0.295,127
@CBSNews,Wed Oct 17 19:01:04 +0000 2018,"TRAGEDY FOR FARMERS: Hurricane Michael destroyed over $200 million worth of crops in Alabama, raising fears for far… https://t.co/1IWhzFk7SV",-0.8816,0.068,0.535,0.397,128
@CBSNews,Wed Oct 17 18:39:40 +0000 2018,Hillary Clinton seems unharmed after minor car crash https://t.co/ZKLSVLGFBi https://t.co/kkYnUlwoxD,-0.4019,0.0,0.769,0.231,129
@CBSNews,Wed Oct 17 18:19:54 +0000 2018,"""Far from an honest mistake"": Facebook accused of inflating ad data https://t.co/orJW1GZGsD https://t.co/1yVpe7xpcG",0.2732,0.2,0.667,0.133,130
@CBSNews,Wed Oct 17 17:59:41 +0000 2018,Somalia says strike killed more al-Shabaab recruits than U.S. claimed https://t.co/0qpbOesCPX https://t.co/kAd6MQhoYV,-0.7184,0.0,0.625,0.375,131
@CBSNews,Wed Oct 17 17:40:19 +0000 2018,How AI is creating new threats to election security https://t.co/kSJApXFoTV https://t.co/dMSuDSgrcO,0.2023,0.299,0.519,0.182,132
